Names,Answer,Series
golf,ball games,13
cricket,ball games,13
rugby,ball games,13
polo,ball games,13
romeo,half a motor manufacturers,13
martin,half a motor manufacturers,13
davidson,half a motor manufacturers,13
royce,half a motor manufacturers,13
sampson,characters from romeo and juliet,13
potpan,characters from romeo and juliet,13
juliet,characters from romeo and juliet,13
escalus,characters from romeo and juliet,13
watt,"represented by ""w""",15
west,"represented by ""w""",15
tungsten,"represented by ""w""",15
won,"represented by ""w""",15
goldilocks,zones,15
twilight,zones,15
enterprise,zones,15
erogenous,zones,15
nemesis,spaceships,15
tardis,spaceships,15
explorer,spaceships,15
nostromo,spaceships,15
time,keeper,15
record,keeper,15
wicket,keeper,15
park,keeper,15
squirrel,rodents,15
capybara,rodents,15
gundi,rodents,15
lemming,rodents,15
iron,monger,15
war,monger,15
coster,monger,15
fish,monger,15
shrew,last words of shakespeare titles,15
nothing,last words of shakespeare titles,15
venice,last words of shakespeare titles,15
measure,last words of shakespeare titles,15
lear,bbc tv weather presenters,15
kirkwood,bbc tv weather presenters,15
rich,bbc tv weather presenters,15
avery,bbc tv weather presenters,15
blue,lionels,15
blair,lionels,15
bart,lionels,15
shriver,lionels,15
lion,singular nicknames of london football teams,15
o,singular nicknames of london football teams,15
gunner,singular nicknames of london football teams,15
hoop,singular nicknames of london football teams,15
eon,british film production companies,15
rank,british film production companies,15
dna,british film production companies,15
hammer,british film production companies,15
repulsive,gross,15
flagrant,gross,15
144,gross,15
pre-tax,gross,15
row,arguments,15
scrap,arguments,15
spat,arguments,15
ding-dong,arguments,15
curl,strength training exercises,15
extension,strength training exercises,15
plank,strength training exercises,15
squat,strength training exercises,15
line,walk the,15
tog,walk the,15
walk,walk the,15
tightrope,walk the,15
tiff,file extensions,15
zip,file extensions,15
jar,file extensions,15
doc,file extensions,15
condom,made from rubber,15
hot-water-bottle,made from rubber,15
squash-ball,made from rubber,15
tyre,made from rubber,15
match,point,15
bullet,point,15
boiling,point,15
decimal,point,15
fountain,types of pen,15
ballpoint,types of pen,15
marker,types of pen,15
dip,types of pen,15
the-godfather,james caan films,15
rollerball,james caan films,15
eraser,james caan films,15
misery,james caan films,15
retirement,early,15
adopter,early,15
bird,early,15
riser,early,15
wanted,angelina jolie films,15
hackers,angelina jolie films,15
salt,angelina jolie films,15
changeling,angelina jolie films,15
cure,food preservation techniques,15
can,food preservation techniques,15
freeze,food preservation techniques,15
pickle,food preservation techniques,15
police,"bands called ""the""",15
doors,"bands called ""the""",15
band,"bands called ""the""",15
clash,"bands called ""the""",15
safety,positions in american football,15
tackle,positions in american football,15
cornerback,positions in american football,15
center,positions in american football,15
jack,black,15
guard,black,15
mail,black,15
board,black,15
bullock,best actress oscar winners,15
portman,best actress oscar winners,15
stone,best actress oscar winners,15
berry,best actress oscar winners,15
barrow,castrated animals,15
gelding,castrated animals,15
wether,castrated animals,15
capon,castrated animals,15
patmos,dodecanese islands,15
symi,dodecanese islands,15
kos,dodecanese islands,15
leros,dodecanese islands,15
iman,single named models,15
jordan,single named models,15
emme,single named models,15
twiggy,single named models,15
grant,songs of praise presenters,15
darby,songs of praise presenters,15
magnusson,songs of praise presenters,15
rhodes,songs of praise presenters,15
loan,student,15
nurse,student,15
discount,student,15
halls,student,15
cowardly,faint hearted,15
yellow,faint hearted,15
craven,faint hearted,15
chicken,faint hearted,15
scar,fictional lions,15
aslan,fictional lions,15
lafcadio,fictional lions,15
wallace,fictional lions,15
good-luck,card,15
green,card,15
memory,card,15
debit,card,15
baker,countryfile presenters,15
humble,countryfile presenters,15
henson,countryfile presenters,15
rani,countryfile presenters,15
dna,little mix songs,15
hair,little mix songs,15
black-magic,little mix songs,15
salute,little mix songs,15
peas,found in pods,15
whales,found in pods,15
senna,found in pods,15
vanilla,found in pods,15
prost,multilingual toasts,15
skål,multilingual toasts,15
sláinte,multilingual toasts,15
kanpai,multilingual toasts,15
piquet,formula one champions,15
hill,formula one champions,15
scheckter,formula one champions,15
ascari,formula one champions,15
bing,fictional rabbits,15
frank,fictional rabbits,15
bigwig,fictional rabbits,15
bugs,fictional rabbits,15
wing,right,15
whale,right,15
guard,right,15
honourable,right,15
goth,member of ancient tribes,15
vandal,member of ancient tribes,15
lombard,member of ancient tribes,15
angle,member of ancient tribes,15
rascal,last word of mercury music prize winners,15
ferdinand,last word of mercury music prize winners,15
dynamite,last word of mercury music prize winners,15
harvey,last word of mercury music prize winners,15
catalonia,red and gold flags,15
new-mexico,red and gold flags,15
vietnam,red and gold flags,15
soviet-union,red and gold flags,15
kon-tiki,named after the sun,15
cirque-du-soleil,named after the sun,15
sunday,named after the sun,15
helium,named after the sun,15
inside-job,best documentary oscars,15
amy,best documentary oscars,15
when-we-were-kings,best documentary oscars,15
man-on-wire,best documentary oscars,15
china,girl songs,15
goodnight,girl songs,15
island,girl songs,15
barbie,girl songs,15
grime,urban music,15
jungle,urban music,15
crunk,urban music,15
dubstep,urban music,15
ulva,islands of the hebrides,15
muck,islands of the hebrides,15
mull,islands of the hebrides,15
rum,islands of the hebrides,15
skye,paw patrol characters,15
rubble,paw patrol characters,15
marshall,paw patrol characters,15
chase,paw patrol characters,15
gunk,dirt,15
dreck,dirt,15
smut,dirt,15
crud,dirt,15
boundary,features of cricket,15
square,features of cricket,15
pavilion,features of cricket,15
crease,features of cricket,15
shafted,itv game shows,15
3-2-1,itv game shows,15
tipping-point,itv game shows,15
tenable,itv game shows,15
sightscreen,words with six consecutive consonants,15
catchphrase,words with six consecutive consonants,15
knightsbridge,words with six consecutive consonants,15
festschrift,words with six consecutive consonants,15
oeuvre,collections of writing,15
anthology,collections of writing,15
compendium,collections of writing,15
digest,collections of writing,15
gibson,famous mels,15
c,famous mels,15
blanc,famous mels,15
brooks,famous mels,15
rose,couleurs,15
noir,couleurs,15
or,couleurs,15
vert,couleurs,15
trigger,end in boats,15
eyeliner,end in boats,15
friendship,end in boats,15
witchcraft,end in boats,15
foundation,cosmetics,15
mascara,cosmetics,15
rouge,cosmetics,15
powder,cosmetics,15
ape,copy,15
clone,copy,15
mimic,copy,15
parrot,copy,15
copy,journalism terminology,15
file,journalism terminology,15
stringer,journalism terminology,15
pool,journalism terminology,15
silent,generations,15
beat,generations,15
lost,generations,15
greatest,generations,15
mail,box,15
gear,box,15
ice,box,15
chatter,box,15
dingle,peninsulae,15
kamchatka,peninsulae,15
gower,peninsulae,15
cape-cod,peninsulae,15
reel,fishing tackle,15
sinker,fishing tackle,15
bait,fishing tackle,15
line,fishing tackle,15
benaud,cricket commentators,15
norcross,cricket commentators,15
agnew,cricket commentators,15
arlott,cricket commentators,15
blofeld,fictional nemeses,15
moriarty,fictional nemeses,15
greenback,fictional nemeses,15
hook,fictional nemeses,15
neil,vinces,15
cable,vinces,15
vaughn,vinces,15
lombardi,vinces,15
nice,biscuits,15
penguin,biscuits,15
club,biscuits,15
trio,biscuits,15
jolly-roger,black and white,15
crossword,black and white,15
barcode,black and white,15
panda,black and white,15
compact,car,15
safety,car,15
vintage,car,15
bumper,car,15
cane,sugar,15
barley,sugar,15
icing,sugar,15
spun,sugar,15
crash,parts of a drum kit,15
ride,parts of a drum kit,15
snare,parts of a drum kit,15
tom,parts of a drum kit,15
albert,fictional uncles,15
buck,fictional uncles,15
vanya,fictional uncles,15
bulgaria,fictional uncles,15
princess-leia,famous twins,15
remus,famous twins,15
castor,famous twins,15
john-grimes,famous twins,15
tails,characters from sonic the hedgehog,15
eggman,characters from sonic the hedgehog,15
amy-rose,characters from sonic the hedgehog,15
shadow,characters from sonic the hedgehog,15
em,fictional aunts,15
dahlia,fictional aunts,15
patty,fictional aunts,15
lucy,fictional aunts,15
case,things you crack,15
egg,things you crack,15
joke,things you crack,15
knuckles,things you crack,15
point,typographical units,15
cicero,typographical units,15
pica,typographical units,15
en,typographical units,15
denis,blondie singles,15
call-me,blondie singles,15
dreaming,blondie singles,15
atomic,blondie singles,15
dirty,bomb,15
bouncing,bomb,15
stink,bomb,15
pipe,bomb,15
edith,stoke places,15
dabernon,stoke places,15
newington,stoke places,15
mandeville,stoke places,15
fanny,characters in allo allo,15
maria,characters in allo allo,15
fairfax,characters in allo allo,15
officer-crabtree,characters in allo allo,15
prince,last words of harry potter book titles,15
fire,last words of harry potter book titles,15
stone,last words of harry potter book titles,15
phoenix,last words of harry potter book titles,15
rescue,types of party,15
birthday,types of party,15
coach,types of party,15
labour,types of party,15
saints,all __,15
hallows,all __,15
present-and-correct,all __,15
square,all __,15
surprise,arizona cities,15
scottsdale,arizona cities,15
flagstaff,arizona cities,15
tucson,arizona cities,15
squealer,informants,15
snitch,informants,15
stoolie,informants,15
rat,informants,15
melon,anagrams of fruit,15
mile,anagrams of fruit,15
among,anagrams of fruit,15
lemon,anagrams of fruit,15
horn,golden,15
handshake,golden,15
raspberry,golden,15
eagle,golden,15
grape,johnny depp title roles,15
rango,johnny depp title roles,15
wood,johnny depp title roles,15
brasco,johnny depp title roles,15
black,berry,15
elder,berry,15
logan,berry,15
goose,berry,15
george-bush,us airports,15
dulles,us airports,15
douglas,us airports,15
sky-harbor,us airports,15
barnum,played by hugh jackman,15
memphis,played by hugh jackman,15
van-helsing,played by hugh jackman,15
valjean,played by hugh jackman,15
whitehall,famous jacks,15
london,famous jacks,15
ma,famous jacks,15
charlton,famous jacks,15
boss,"""the big __ "" films",15
sleep,"""the big __ "" films",15
kahuna,"""the big __ "" films",15
short,"""the big __ "" films",15
pundit,wise people,15
sage,wise people,15
guru,wise people,15
mahatma,wise people,15
basil,mint family herbs,15
savory,mint family herbs,15
perilla,mint family herbs,15
hyssop,mint family herbs,15
sander,german fashion designers,15
lagerfeld,german fashion designers,15
joop,german fashion designers,15
dassler,german fashion designers,15
ban,famous architects,15
piano,famous architects,15
hadid,famous architects,15
goldfinger,famous architects,15
slam,grand,15
cayman,grand,15
marnier,grand,15
prix,grand,15
cuba,sean connery films,15
highlander,sean connery films,15
the-rock,sean connery films,15
marnie,sean connery films,15
saba,dutch caribbean islands,15
curaçao,dutch caribbean islands,15
aruba,dutch caribbean islands,15
bonaire,dutch caribbean islands,15
slough,places in berkshire,15
cookham,places in berkshire,15
windsor,places in berkshire,15
ascot,places in berkshire,15
javert,fictional suicides,15
juliet,fictional suicides,15
antigone,fictional suicides,15
brunnhilde,fictional suicides,15
sedan,types of chair,15
club,types of chair,15
easy,types of chair,15
high,types of chair,15
reading,"""r""",15
queen,"""r""",15
romeo,"""r""",15
rook,"""r""",15
stamford-bridge,anglo saxon battles,15
hastings,anglo saxon battles,15
badon,anglo saxon battles,15
edington,anglo saxon battles,15
turf-moor,english football grounds,15
anfield,english football grounds,15
deepdale,english football grounds,15
molineux,english football grounds,15
red,fraggles,15
traveling-matt,fraggles,15
wembley,fraggles,15
boober,fraggles,15
spotlight,theatrical lighting equipment,15
cyc-flood,theatrical lighting equipment,15
gobo,theatrical lighting equipment,15
scroller,theatrical lighting equipment,15
yukatán,mexican states,15
chihuahua,mexican states,15
tabasco,mexican states,15
sonora,mexican states,15
xo,spicy sauces,15
piri-piri,spicy sauces,15
sriracha,spicy sauces,15
chipotle,spicy sauces,15
hidalgo,french national football team managers,15
blanc,french national football team managers,15
deschamps,french national football team managers,15
houllier,french national football team managers,15
beagle,breeds of dog,15
havanese,breeds of dog,15
saluki,breeds of dog,15
basenji,breeds of dog,15
lima,south american capitals,15
paramaribo,south american capitals,15
asuncion,south american capitals,15
quito,south american capitals,15
jalapeño,chilli peppers,15
pimiento,chilli peppers,15
peter,chilli peppers,15
birds-eye,chilli peppers,15
cayenne,porsche vehicles,15
panamera,porsche vehicles,15
cayman,porsche vehicles,15
boxster,porsche vehicles,15
vervet,monkeys,15
woolly,monkeys,15
spider,monkeys,15
proboscis,monkeys,15
agile,"synonyms of ""fleet""",15
deft,"synonyms of ""fleet""",15
nimble,"synonyms of ""fleet""",15
brisk,"synonyms of ""fleet""",15
bow,monopoly streets,15
coventry,monopoly streets,15
oxford,monopoly streets,15
vine,monopoly streets,15
hook,places in hampshire,15
basingstoke,places in hampshire,15
alton,places in hampshire,15
fleet,places in hampshire,15
fisch,the fast show characters,15
manager,the fast show characters,15
fleming,the fast show characters,15
winchester,the fast show characters,15
varnish,british cyclists,15
kenny,british cyclists,15
froom,british cyclists,15
cavendish,british cyclists,15
buffer,manicure equipment,15
pumice,manicure equipment,15
emery-board,manicure equipment,15
orange-stick,manicure equipment,15
cosy,tea,15
dance,tea,15
clipper,tea,15
break,tea,15
street,places in somerset,15
chard,places in somerset,15
wellington,places in somerset,15
cheddar,places in somerset,15
kilt,skirt like garments,15
dhoti,skirt like garments,15
fustanella,skirt like garments,15
sarong,skirt like garments,15
meadow,start with alcoholic drinks,15
rump,start with alcoholic drinks,15
ginger,start with alcoholic drinks,15
porterhouse,start with alcoholic drinks,15
sirloin,steaks,15
skirt,steaks,15
t-bone,steaks,15
picanha,steaks,15
algy,biggles characters,15
tug,biggles characters,15
bertie,biggles characters,15
angus,biggles characters,15
fellow,university jobs,15
bursar,university jobs,15
reader,university jobs,15
porter,university jobs,15
plump,with a large body,15
fubsy,with a large body,15
portly,with a large body,15
corpulent,with a large body,15
stout,beer,15
bock,beer,15
bitter,beer,15
mild,beer,15
meade,us civil war generals,15
grant,us civil war generals,15
sherman,us civil war generals,15
beauregard,us civil war generals,15
botting,sky news tv presenters,15
brazier,sky news tv presenters,15
ridge,sky news tv presenters,15
murnaghan,sky news tv presenters,15
boulton,homophones of greater manchester towns,15
hide,homophones of greater manchester towns,15
berry,homophones of greater manchester towns,15
sail,homophones of greater manchester towns,15
egg,goose,15
pimples,goose,15
barnacle,goose,15
step,goose,15
stove,heating devices,15
samovar,heating devices,15
etna,heating devices,15
furnance,heating devices,15
grays,essex towns,15
braintree,essex towns,15
maldon,essex towns,15
colchester,essex towns,15
junk,rubbish,15
debris,rubbish,15
trash,rubbish,15
litter,rubbish,15
waste,homophones for body parts,15
tow,homophones for body parts,15
mussel,homophones for body parts,15
hart,homophones for body parts,15
bail,bond,15
basildon,bond,15
covalent,bond,15
premium,bond,15
shuttlecock,made using feathers,15
quill,made using feathers,15
duvet,made using feathers,15
boa,made using feathers,15
winder,lakemere,15
butter,lakemere,15
thirl,lakemere,15
gras,lakemere,15
rattle,snakes,15
corn,snakes,15
garter,snakes,15
coral,snakes,15
hogwood,conductors,15
abbado,conductors,15
alsop,conductors,15
solti,conductors,15
steel,mill,15
pepper,mill,15
pebble,mill,15
paper,mill,15
cotton,bandleaders,15
silvester,bandleaders,15
heath,bandleaders,15
loss,bandleaders,15
tote,types of bag,15
duffel,types of bag,15
dorothy,types of bag,15
gladstone,types of bag,15
asquith,leaders of the liberal party,15
lloyd-george,leaders of the liberal party,15
thorpe,leaders of the liberal party,15
grimond,leaders of the liberal party,15
haiku,verse forms,15
sonnet,verse forms,15
sestina,verse forms,15
ballad,verse forms,15
samurai,the last films,15
tycoon,the last films,15
emperor,the last films,15
seduction,the last films,15
bonsai,japanese words,15
honcho,japanese words,15
sake,japanese words,15
emoji,japanese words,15
manga,fruit with changed last letter,15
peace,fruit with changed last letter,15
apply,fruit with changed last letter,15
graph,fruit with changed last letter,15
alien,films set in space,15
sunshine,films set in space,15
passengers,films set in space,15
gravity,films set in space,15
friction,forces,15
electromagnetic,forces,15
strong-nuclear,forces,15
elastic,forces,15
spanker,sails,15
lateen,sails,15
moonraker,sails,15
spinnaker,sails,15
lumbers,books of the bible with a letter changed,15
jib,books of the bible with a letter changed,15
rush,books of the bible with a letter changed,15
judged,books of the bible with a letter changed,15
chief,characters in one flew over the cuckoos nest,15
bibbit,characters in one flew over the cuckoos nest,15
martini,characters in one flew over the cuckoos nest,15
mcmurphy,characters in one flew over the cuckoos nest,15
dont-pass,bets in craps,15
big-8,bets in craps,15
hardway,bets in craps,15
field,bets in craps,15
james,sallys,15
hawkins,sallys,15
phillips,sallys,15
gunnell,sallys,15
robertson,screwdrivers,15
flat-head,screwdrivers,15
torque,screwdrivers,15
ratchet,screwdrivers,15
ansel,adams,15
patch,adams,15
oleta,adams,15
nicola,adams,15
peg-out,terms in croquet,15
hoop,terms in croquet,15
bisque,terms in croquet,15
peel,terms in croquet,15
brown-windsor,soups,15
tom-yum,soups,15
gumbo,soups,15
shchi,soups,15
onchan,places on the isle of man,15
ramsey,places on the isle of man,15
douglas,places on the isle of man,15
castletown,places on the isle of man,15
rosa,spanish colours,15
azul,spanish colours,15
amarillo,spanish colours,15
verde,spanish colours,15
auror,"disney princesses minus final ""a""",15
els,"disney princesses minus final ""a""",15
tian,"disney princesses minus final ""a""",15
moan,"disney princesses minus final ""a""",15
schwartzel,south african golfers,15
player,south african golfers,15
frost,south african golfers,15
goosen,south african golfers,15
blanco,david jason roles,15
pop,david jason roles,15
del-boy,david jason roles,15
granville,david jason roles,15
bhaji,indian food,15
pakora,indian food,15
roti,indian food,15
poppadom,indian food,15
pouille,male tennis players,15
cilic,male tennis players,15
sock,male tennis players,15
thiem,male tennis players,15
tsonga,"countries with an extra ""s""",15
osman,"countries with an extra ""s""",15
scuba,"countries with an extra ""s""",15
samosa,"countries with an extra ""s""",15
shadow,types of puppet,15
string,types of puppet,15
rod,types of puppet,15
finger,types of puppet,15
summer,phoenix siblings,15
liberty,phoenix siblings,15
joaquin,phoenix siblings,15
rain,phoenix siblings,15
pitt,father and son leaders,15
trudeau,father and son leaders,15
bush,father and son leaders,15
kim,father and son leaders,15
governors,new york islands,15
u-thant,new york islands,15
roosevelt,new york islands,15
ellis,new york islands,15
world,banks,15
food,banks,15
sperm,banks,15
river,banks,15
hot-spot,sport decision making systems,15
var,sport decision making systems,15
hawk-eye,sport decision making systems,15
cyclops,sport decision making systems,15
caption,types of inscriptions,15
motto,types of inscriptions,15
rubric,types of inscriptions,15
colophon,types of inscriptions,15
minotaur,tom hardy films,15
locke,tom hardy films,15
legend,tom hardy films,15
dunkirk,tom hardy films,15
chimera,greek mythological creatures,15
typhon,greek mythological creatures,15
hydra,greek mythological creatures,15
cerberus,greek mythological creatures,15
meir,female leaders,15
ardern,female leaders,15
sirleaf,female leaders,15
bhutto,female leaders,15
blue,fifth in a sequence,15
sol,fifth in a sequence,15
catherine-howard,fifth in a sequence,15
may,fifth in a sequence,15
bardo,last words of booker prize titles,15
bodies,last words of booker prize titles,15
pi,last words of booker prize titles,15
lac,last words of booker prize titles,15
electro-velvet,british eurovision entries,15
michael-ball,british eurovision entries,15
imaani,british eurovision entries,15
jemini,british eurovision entries,15
drive,rem singles,15
the-great-beyond,rem singles,15
stand,rem singles,15
man-on-the-moon,rem singles,15
mcmanus,people known as jp,15
cooper,people known as jp,15
duminy,people known as jp,15
morgan,people known as jp,15
pew,take a,15
hike,take a,15
bow,take a,15
break,take a,15
lotus,british sports car brands,15
mclaren,british sports car brands,15
ginetta,british sports car brands,15
caterham,british sports car brands,15
magpie,corvids,15
jackdaw,corvids,15
chough,corvids,15
raven,corvids,15
bluster,to brag,15
swank,to brag,15
crow,to brag,15
gloat,to brag,15
boast,squash shots,15
lob,squash shots,15
drive,squash shots,15
volley,squash shots,15
trigger,winnie the pooh characters with an extra letters,15
pooch,winnie the pooh characters with an extra letters,15
rook,winnie the pooh characters with an extra letters,15
jowl,winnie the pooh characters with an extra letters,15
amin,exiled,15
trotsky,exiled,15
dalai-lama,exiled,15
ovid,exiled,15
napoleon,psychological complexes,15
electra,psychological complexes,15
superman,psychological complexes,15
god,psychological complexes,15
loo,"birds missing an ""n""",15
hero,"birds missing an ""n""",15
bitter,"birds missing an ""n""",15
rave,"birds missing an ""n""",15
strauss,andrews,15
motion,andrews,15
adonis,andrews,15
garfield,andrews,15
rave,words for party,15
beano,words for party,15
bash,words for party,15
symposium,words for party,15
chinnery,characters from the league of gentlemen,15
lipp,characters from the league of gentlemen,15
briss,characters from the league of gentlemen,15
mcqueen,characters from the league of gentlemen,15
handsome,begin with body parts,15
hipster,begin with body parts,15
shindig,begin with body parts,15
chesterfield,begin with body parts,15
gorgias,works of plato,15
republic,works of plato,15
apology,works of plato,15
crito,works of plato,15
haffner,nicknames for mozart symphonies,15
prague,nicknames for mozart symphonies,15
jupiter,nicknames for mozart symphonies,15
linz,nicknames for mozart symphonies,15
priam,famous trojans,15
aeneas,famous trojans,15
paris,famous trojans,15
cassandra,famous trojans,15
browbeat,to hassle,15
hector,to hassle,15
badger,to hassle,15
hound,to hassle,15
sea-rat,wind in the willows characters,15
portly,wind in the willows characters,15
ratty,wind in the willows characters,15
mole,wind in the willows characters,15
hastings,scotland rugby union captains,15
redpath,scotland rugby union captains,15
sole,scotland rugby union captains,15
laidlaw,scotland rugby union captains,15
mullet,fish,15
sturgeon,fish,15
dab,fish,15
tarpon,fish,15
menai,straits,15
cook,straits,15
davis,straits,15
bass,straits,15
skate,end in girls names,15
truth,end in girls names,15
mozzarella,end in girls names,15
primary,end in girls names,15
chunk,the goonies characters,15
mouth,the goonies characters,15
sloth,the goonies characters,15
mikey,the goonies characters,15
lust,deadly sins,15
wrath,deadly sins,15
envy,deadly sins,15
pride,deadly sins,15
gluttony,end in boys names,15
earmark,end in boys names,15
crackerjack,end in boys names,15
trumpeter,end in boys names,15
greed,dice games,15
chuck-a-luck,dice games,15
beetle,dice games,15
craps,dice games,15
sue,second halves of doubles acts,15
bob,second halves of doubles acts,15
dec,second halves of doubles acts,15
dom,second halves of doubles acts,15
jan,months,15
aug,months,15
sep,months,15
nov,months,15
mar,anagrams of body parts,15
gel,anagrams of body parts,15
era,anagrams of body parts,15
eto,anagrams of body parts,15
mal,dis,15
may,dis,15
arm,dis,15
cus,dis,15
arc,tic,15
tac,tic,15
sep,tic,15
exo,tic,15
jan,months,15
aug,months,15
nov,months,15
dec,months,15
ape,anagrams of fruit and vegetables,15
may,anagrams of fruit and vegetables,15
gif,anagrams of fruit and vegetables,15
wha,anagrams of fruit and vegetables,15
mar,curtailed planets,15
ear,curtailed planets,15
mer,curtailed planets,15
sat,curtailed planets,15
cheat,be unfaithful,15
carry-on,be unfaithful,15
play-away,be unfaithful,15
two-time,be unfaithful,15
house-party,comedy film series,15
vacation,comedy film series,15
confessions,comedy film series,15
rush-hour,comedy film series,15
the-fat,duck,15
rubber,duck,15
milkshake,duck,15
peking,duck,15
procter,south african fast bowlers,15
philander,south african fast bowlers,15
pollock,south african fast bowlers,15
donald,south african fast bowlers,15
streak,blue films,15
velvet,blue films,15
thunder,blue films,15
jasmine,blue films,15
croft,screenwriters named david,15
simon,screenwriters named david,15
mamet,screenwriters named david,15
lean,screenwriters named david,15
highlight,hair colouring techniques,15
ombré,hair colouring techniques,15
balayage,hair colouring techniques,15
dip,hair colouring techniques,15
barrel,synonyms for rush,15
shoot,synonyms for rush,15
dash,synonyms for rush,15
hare,synonyms for rush,15
luge,used in winter sports,15
snowboard,used in winter sports,15
skeleton,used in winter sports,15
ski,used in winter sports,15
dab,fish,15
skate,fish,15
bream,fish,15
pollack,fish,15
beehive,hairstyles,15
bob,hairstyles,15
payot,hairstyles,15
pageboy,hairstyles,15
herring,begin with possessive pronouns,15
itsu,begin with possessive pronouns,15
mynah,begin with possessive pronouns,15
histone,begin with possessive pronouns,15
newshound,words for journalist,15
pressman,words for journalist,15
stringer,words for journalist,15
reporter,words for journalist,15
lamb,london boroughs missing last 3 letters,15
croy,london boroughs missing last 3 letters,15
hack,london boroughs missing last 3 letters,15
isling,london boroughs missing last 3 letters,15
omar,characters from the wire,15
avon,characters from the wire,15
cutty,characters from the wire,15
bubbles,characters from the wire,15
ham,famous chimps,15
cheeta,famous chimps,15
choppers,famous chimps,15
bonzo,famous chimps,15
pound,imperial units,15
gill,imperial units,15
stone,imperial units,15
league,imperial units,15
yard,stick,15
slap,stick,15
joy,stick,15
chop,stick,15
tucker,slang for food,15
nosh,slang for food,15
vivers,slang for food,15
chow,slang for food,15
gripper,grange hill characters,15
zammo,grange hill characters,15
pogo,grange hill characters,15
gonch,grange hill characters,15
smock,dresses,15
gown,dresses,15
chemise,dresses,15
frock,dresses,15
platoon,military units,15
corps,military units,15
battery,military units,15
cohort,military units,15
brigade,fire,15
hose,fire,15
guard,fire,15
escape,fire,15
ida,final words of gilbert and sullivan titles,15
penzance,final words of gilbert and sullivan titles,15
jury,final words of gilbert and sullivan titles,15
pinafore,final words of gilbert and sullivan titles,15
sweet,glam rock bands,15
mud,glam rock bands,15
trex,glam rock bands,15
wizzard,glam rock bands,15
litchfield,fictional prisons,15
shawshank,fictional prisons,15
slade,fictional prisons,15
wentworth,fictional prisons,15
uttoxeter,places in staffordshire,15
stone,places in staffordshire,15
leek,places in staffordshire,15
cannock,places in staffordshire,15
bird,bath,15
turkish,bath,15
swimming,bath,15
bubble,bath,15
zoe,electric cars,15
e-up,electric cars,15
ioniq,electric cars,15
model-x,electric cars,15
travis,scottish music acts,15
ballboy,scottish music acts,15
orange-juice,scottish music acts,15
teenage-fanclub,scottish music acts,15
second,sporting assistants,15
runner,sporting assistants,15
caddy,sporting assistants,15
soigneur,sporting assistants,15
leaf,tea,15
tree,tea,15
party,tea,15
dance,tea,15
vale,valleys,15
dene,valleys,15
gorge,valleys,15
canyon,valleys,15
cram,eat quickly,15
wolf,eat quickly,15
bolt,eat quickly,15
scoff,eat quickly,15
scorpio,gladiators,15
shadow,gladiators,15
lightning,gladiators,15
trojan,gladiators,15
virus,malware,15
backdoor,malware,15
rootkit,malware,15
worm,malware,15
neil,armstrongs,15
alexander,armstrongs,15
lance,armstrongs,15
stretch,armstrongs,15
dannii,the x factor judges,15
louis,the x factor judges,15
simon,the x factor judges,15
ayda,the x factor judges,15
javelin,throwing weapons,15
kylie,throwing weapons,15
hand-grenade,throwing weapons,15
bolas,throwing weapons,15
tax,ask for effort,15
extend,ask for effort,15
push,ask for effort,15
challenge,ask for effort,15
withers,bills,15
clinton,bills,15
haley,bills,15
pullman,bills,15
scroll,violin parts,15
pegbox,violin parts,15
chinrest,violin parts,15
waist,violin parts,15
bun,chelsea,15
boot,chelsea,15
morning,chelsea,15
bridge,chelsea,15
parchment,types of leather,15
nubuck,types of leather,15
cordovan,types of leather,15
vellum,types of leather,15
twins,schwarzenegger films,15
junior,schwarzenegger films,15
commando,schwarzenegger films,15
predator,schwarzenegger films,15
dragoon,soldiers,15
sapper,soldiers,15
gunner,soldiers,15
grenadier,soldiers,15
floss,dance moves,15
running-man,dance moves,15
mashed-potato,dance moves,15
robot,dance moves,15
brush,your teeth,15
grind,your teeth,15
grit,your teeth,15
gnash,your teeth,15
morton,samanthas,15
fox,samanthas,15
mumba,samanthas,15
bee,samanthas,15
service,silver,15
lining,silver,15
birch,silver,15
surfer,silver,15
collar,parts of a jacket,15
seam,parts of a jacket,15
vest,parts of a jacket,15
hem,parts of a jacket,15
euro,news channels,15
sky,news channels,15
geo,news channels,15
bloomburg,news channels,15
sorkin,aarons,15
spelling,aarons,15
copland,aarons,15
lennon,aarons,15
driving,test,15
stress,test,15
breath,test,15
litmus,test,15
kringle,ring shaped food,15
bagel,ring shaped food,15
cheerio,ring shaped food,15
sushki,ring shaped food,15
de-gaulle,give their names to airports,15
armstrong,give their names to airports,15
polo,give their names to airports,15
best,give their names to airports,15
rush,gold __,15
standard,gold __,15
nugget,gold __,15
bar,gold __,15
psi,units of pressure,15
torr,units of pressure,15
pascal,units of pressure,15
atmosphere,units of pressure,15
digger,characters in dallas,15
jr,characters in dallas,15
sue-ellen,characters in dallas,15
jenna,characters in dallas,15
bobby,pins,15
safety,pins,15
t,pins,15
drawing,pins,15
tribute,beer brands,15
goose-island,beer brands,15
bass,beer brands,15
doom-bar,beer brands,15
shore,crabs,15
dungeness,crabs,15
red-rock,crabs,15
fiddler,crabs,15
bishop-rock,british lighthouses,15
ardnamurchan,british lighthouses,15
muckle-flugga,british lighthouses,15
eddystone,british lighthouses,15
spider,"""man"" superheroes",15
